Population,Gene,Details,Frequency
BHI4,Ecoli_contig00003_76107_76679,Glycoprotein-polysaccharide metabolism,-5.55
BHI4,Ecoli_contig00006_31820_32260,FIG00638953: hypothetical protein,-9.13
BHI4,Ecoli_contig00059_6428_7279,Chaperone protein hchA,-1.96
BHI4,Ecoli_contig00008_108643_108981,Osmotically inducible lipoprotein E precursor,-1.12
BHI4,Ecoli_contig00037_16112_16339,Putative cytoplasmic protein,-3.8
BHI4,Ecoli_contig00026_23548_23979,Osmotically inducible protein C,-2.53
BHI4,Ecoli_contig00001_126901_127206,Uncharacterized membrane protein YqjD,-1.61
BHI4,Ecoli_contig00012_25898_26545,Glutaredoxin 2,-4.79
BHI4,Ecoli_contig00010_26964_27467,Non-specific DNA-binding protein Dps / Iron-binding ferritin-like antioxidant protein / Ferroxidase (EC 1.16.3.1),-0.23
BHI4,Ecoli_contig00069_85_366,hypothetical protein,-1.14
BHI4,Ecoli_contig00029_32534_33202,Uncharacterized membrane lipoprotein clustered with tellurite resistance proteins TehA/TehB,-5.75
BHI4,Ecoli_contig00040_5204_6427,Phosphopentomutase (EC 5.4.2.7),-3.38
BHI4,Ecoli_contig00008_136790_137341,Glutathione peroxidase (EC 1.11.1.9),-4.72
BHI4,Ecoli_contig00017_21328_22068,Protein of unknown function DUF541,-5.46
BHI4,Ecoli_contig00091_1340_2665,"""Putative Dihydrolipoamide dehydrogenase (EC 1.8.1.4); Mercuric ion reductase (EC 1.16.1.1); PF00070 family, FAD-dependent NAD(P)-disulphide oxidoreductase""",-5.48
BHI4,Ecoli_contig00010_81701_82432,"""Arginine ABC transporter, periplasmic arginine-binding protein ArtI""",-4.77
BHI4,Ecoli_contig00001_223263_224090,"""Methylglyoxal reductase, acetol producing (EC 1.1.1.-) / 2,5-diketo-D-gluconate reductase A (EC 1.1.1.274)""",-4.99
BHI4,Ecoli_contig00087_3350_3976,Nicotinamidase family protein YcaC,-4.72
BHI4,Ecoli_contig00018_24926_25177,Glutaredoxin 3 (Grx3),-3.94
BHI4,Ecoli_contig00036_17112_18107,6-phosphogluconolactonase (EC 3.1.1.31),-4.31
BHI4,Ecoli_contig00055_3042_3557,S-ribosylhomocysteine lyase (EC 4.4.1.21) / Autoinducer-2 production protein LuxS,-1.24
BHI4,Ecoli_contig00010_83396_83911,probable lipoprotein,-4.49
BHI4,Ecoli_contig00028_9339_9539,FIG00639395: hypothetical protein,-5.27
BHI4,Ecoli_contig00040_38339_40255,Chaperone protein DnaK,-0.34
BHI4,Ecoli_contig00022_15245_15592,hypothetical protein,-7.48
BHI4,Ecoli_contig00070_10744_11364,YciO family,-4.23
BHI4,Ecoli_contig00017_36865_37785,Agmatinase (EC 3.5.3.11),-3.47
BHI4,Ecoli_contig00019_14091_14573,Uncharacterized protein YbeL / FIG002095: hypothetical protein,-5.77
BHI4,Ecoli_contig00039_29914_30978,Outer membrane protein A precursor,-1.1
BHI4,Ecoli_contig00018_10600_10809,Putative cytoplasmic protein,-4.09
BHI4,Ecoli_contig00039_21632_22045,"""Succinyl-CoA synthetase, alpha subunit-related enzymes""",-6.28
BHI4,Ecoli_contig00018_59647_59922,DNA-directed RNA polymerase omega subunit (EC 2.7.7.6),-3.72
BHI4,Ecoli_contig00058_19752_20045,Heat shock protein 60 family co-chaperone GroES,0.21
BHI4,Ecoli_contig00040_24114_24830,Aerobic respiration control protein arcA,-2.46
BHI4,Ecoli_contig00008_135347_135646,Integration host factor alpha subunit,-2.3
BHI4,Ecoli_contig00004_10511_11020,"""PTS system, glucose-specific IIA component (EC 2.7.1.69)""",-0.61
BHI4,Ecoli_contig00017_55807_56133,FIG002060: uncharacterized protein YggL,-5.27
BHI4,Ecoli_contig00004_124412_124747,"""Ferredoxin, 2Fe-2S""",-4.94
BHI4,Ecoli_contig00003_106892_107383,FIG001943: hypothetical protein YajQ,-3.17
BHI4,Ecoli_contig00041_36179_36688,Peptide deformylase (EC 3.5.1.88),-4.99
BHI4,Ecoli_contig00055_19384_19788,DNA-binding protein H-NS,-5.01
BHI4,Ecoli_contig00076_4276_4527,Protein yciN,-5.85
BHI4,Ecoli_contig00006_129169_129741,Peptidyl-prolyl cis-trans isomerase ppiA precursor (EC 5.2.1.8),-4.67
BHI4,Ecoli_contig00021_674_859,Carbon storage regulator,-3.93
BHI4,Ecoli_contig00010_110642_111607,Thioredoxin reductase (EC 1.8.1.9),-3.13
BHI4,Ecoli_contig00002_70478_71362,Cytidine deaminase (EC 3.5.4.5),-9.56
BHI4,Ecoli_contig00012_51248_52201,"""3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.41)""",-4.19
BHI4,Ecoli_contig00004_7086_8057,Cysteine synthase (EC 2.5.1.47),0.41
BHI4,Ecoli_contig00046_20883_21671,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),-3.04
BHI4,Ecoli_contig00013_1438_2079,4-Hydroxy-2-oxoglutarate aldolase (EC 4.1.3.16) / 2-dehydro-3-deoxyphosphogluconate aldolase (EC 4.1.2.14),-4.53
BHI4,Ecoli_contig00040_13434_15101,"""ABC transporter, ATP-binding protein""",-4.81
BHI4,Ecoli_contig00079_5225_5491,Cell division topological specificity factor MinE,-3.73
BHI4,Ecoli_contig00022_1882_2316,Transcriptional regulator SlyA,-6.14
BHI4,Ecoli_contig00067_9196_9813,2-dehydro-3-deoxyphosphogalactonate aldolase (EC 4.1.2.21),-1.89
BHI4,Ecoli_contig00007_128045_128839,3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11),-4.68
BHI4,Ecoli_contig00011_65794_67014,"""3-oxoacyl-[acyl-carrier-protein] synthase, KASI (EC 2.3.1.41)""",-2.42
BHI4,Ecoli_contig00022_16869_17450,Superoxide dismutase [Fe] (EC 1.15.1.1),-0.23
BHI4,Ecoli_contig00010_25814_26560,"""Glutamine ABC transporter, periplasmic glutamine-binding protein (TC 3.A.1.3.2)""",-0.94
BHI4,Ecoli_contig00049_16500_18140,Phosphoglucomutase (EC 5.4.2.2),-3.14
BHI4,Ecoli_contig00009_92956_94254,Adenylosuccinate synthetase (EC 6.3.4.4),-3.2
BHI4,Ecoli_contig00025_44742_45692,Universal stress protein E,-3.67
BHI4,Ecoli_contig00001_224195_225358,NADPH-dependent broad range aldehyde dehydrogenase YqhD,-7.3
BHI4,Ecoli_contig00043_300_1154,2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55),-2.18
BHI4,Ecoli_contig00079_4409_5221,Septum site-determining protein MinD,-3.01
BHI4,Ecoli_contig00011_79636_80418,Lysine-arginine-ornithine-binding periplasmic protein precursor (TC 3.A.1.3.1),-3.3
BHI4,Ecoli_contig00006_107825_108829,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),-5.37
BHI4,Ecoli_contig00004_151826_153079,Serine hydroxymethyltransferase (EC 2.1.2.1),-0.91
BHI4,Ecoli_contig00009_20985_21446,Aspartate carbamoyltransferase regulatory chain (PyrI),-5.45
BHI4,Ecoli_contig00008_122244_123104,"""Fructosamine kinase family protein, At3g61080 homolog""",-4.21
BHI4,Ecoli_contig00018_25995_27539,"""2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)""",-4.64
BHI4,Ecoli_contig00051_5348_5926,Phosphoheptose isomerase 1 (EC 5.3.1.-),-2.82
BHI4,Ecoli_contig00004_64646_65359,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6),-1.1
BHI4,Ecoli_contig00011_92755_93957,Acetate kinase (EC 2.7.2.1),-2.09
BHI4,Ecoli_contig00062_13108_13461,Putative ACR protein,-3.24
BHI4,Ecoli_contig00009_33020_34372,"""TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)""",-6.11
BHI4,Ecoli_contig00013_6972_8414,Pyruvate kinase (EC 2.7.1.40),-3.89
BHI4,Ecoli_contig00025_30805_31239,Universal stress protein F,0.1
BHI4,Ecoli_contig00040_35482_36069,"""Molybdopterin biosynthesis Mog protein, molybdochelatase""",-9.76
BHI4,Ecoli_contig00012_53159_53893,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),-4.57
BHI4,Ecoli_contig00012_54428_55669,"""3-oxoacyl-[acyl-carrier-protein] synthase, KASII (EC 2.3.1.41)""",-5.24
BHI4,Ecoli_contig00024_12834_14465,"""Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)""",-2.79
BHI4,Ecoli_contig00044_14971_15405,Universal stress protein A,0.22
BHI4,Ecoli_contig00054_26806_28095,Phosphoribosylamine--glycine ligase (EC 6.3.4.13),-4.67
BHI4,Ecoli_contig00014_70053_71435,ATP synthase beta chain (EC 3.6.3.14),-2.29
BHI4,Ecoli_contig00004_122859_124142,Peptidase B (EC 3.4.11.23),-4.55
BHI4,Ecoli_contig00016_54484_55587,Glycerol dehydrogenase (EC 1.1.1.6),-7.37
BHI4,Ecoli_contig00001_16768_17421,Sigma cross-reacting protein 27A,-4.75
BHI4,Ecoli_contig00014_73930_74463,ATP synthase delta chain (EC 3.6.3.14),-2.38
BHI4,Ecoli_contig00028_33958_34752,Methionine aminopeptidase (EC 3.4.11.18),-4.65
BHI4,Ecoli_contig00011_58959_59891,"""Protein-N(5)-glutamine methyltransferase PrmB, methylates LSU ribosomal protein L3p""",-6.58
BHI4,Ecoli_contig00034_28034_28750,Succinate dehydrogenase iron-sulfur protein (EC 1.3.99.1),-1.37
BHI4,Ecoli_contig00003_120053_120937,Nucleoside-specific channel-forming protein Tsx precursor,-4.32
BHI4,Ecoli_contig00092_501_1916,Glutamyl-tRNA synthetase (EC 6.1.1.17),-5.03
BHI4,Ecoli_contig00008_82891_83934,"""Selenide,water dikinase (EC 2.7.9.3)""",-5.6
BHI4,Ecoli_contig00003_150419_150679,Cytoplasmic protein YaiB,-3.47
BHI4,Ecoli_contig00018_32090_33286,2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29),-4.5
BHI4,Ecoli_contig00001_66469_66972,FIG002208: Acetyltransferase (EC 2.3.1.-),-4.65
BHI4,Ecoli_contig00010_118981_120273,Seryl-tRNA synthetase (EC 6.1.1.11),-2.72
BHI4,Ecoli_contig00054_28107_29696,IMP cyclohydrolase (EC 3.5.4.10) / Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3),-4.54
BHI4,Ecoli_contig00014_90338_91228,"""Ribose ABC transport system, periplasmic ribose-binding protein RbsB (TC 3.A.1.2.1)""",-3.17
BHI4,Ecoli_contig00007_107118_108575,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),-0.95
BHI4,Ecoli_contig00019_50085_50648,Alkyl hydroperoxide reductase protein C (EC 1.6.4.-),0.53
BHI4,Ecoli_contig00013_59597_60262,FIG00637942: hypothetical protein,-3.78
BHI4,Ecoli_contig00007_8887_9708,Dihydrodipicolinate reductase (EC 1.3.1.26),-5.31
BHI4,Ecoli_contig00028_37517_38341,"""2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)""",-4.54
BHI4,Ecoli_contig00034_26252_28018,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),-2.31
BHI4,Ecoli_contig00085_296_901,Glutathione S-transferase (EC 2.5.1.18),-4.89
BHI4,Ecoli_contig00019_47726_48154,Universal stress protein G,0.3
BHI4,Ecoli_contig00004_112217_112648,Nucleoside diphosphate kinase (EC 2.7.4.6),-3.06
BHI4,Ecoli_contig00017_3562_4656,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),-4.94
BHI4,Ecoli_contig00034_33350_34516,Succinyl-CoA ligase [ADP-forming] beta chain (EC 6.2.1.5),-0.41
BHI4,Ecoli_contig00007_10164_11312,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5),-6.62
BHI4,Ecoli_contig00042_22445_23854,Glutamine synthetase type I (EC 6.3.1.2),-3.44
BHI4,Ecoli_contig00034_28951_31752,2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2),-3.65
BHI4,Ecoli_contig00066_11818_12471,Oxygen-insensitive NAD(P)H nitroreductase (EC 1.-.-.-) / Dihydropteridine reductase (EC 1.5.1.34),-4.69
BHI4,Ecoli_contig00007_110932_113451,Aconitate hydratase 2 (EC 4.2.1.3) @ 2-methylisocitrate dehydratase (EC 4.2.1.99),-2.09
BHI4,Ecoli_contig00016_50387_52567,Catalase (EC 1.11.1.6) / Peroxidase (EC 1.11.1.7),-3.92
BHI4,Ecoli_contig00023_62818_64122,Isocitrate lyase (EC 4.1.3.1),-2.45
BHI4,Ecoli_contig00002_62858_63856,"""Galactose/methyl galactoside ABC transport system, D-galactose-binding periplasmic protein MglB (TC 3.A.1.2.3)""",-3.58
BHI4,Ecoli_contig00023_51604_52293,Alpha-aspartyl dipeptidase Peptidase E (EC 3.4.13.21),-4.98
BHI4,Ecoli_contig00019_9781_10689,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),-2.76
BHI4,Ecoli_contig00005_19069_20244,Mannose-6-phosphate isomerase (EC 5.3.1.8),-5.58
BHI4,Ecoli_contig00014_71462_72325,ATP synthase gamma chain (EC 3.6.3.14),-3.8
BHI4,Ecoli_contig00013_57359_57856,Ferritin-like protein 2,-2.54
BHI4,Ecoli_contig00039_22976_23434,Methylglyoxal synthase (EC 4.2.3.3),-4.85
BHI4,Ecoli_contig00037_14833_16074,Glucose-1-phosphatase (EC 3.1.3.10),-2.63
BHI4,Ecoli_contig00027_49668_50606,Malate dehydrogenase (EC 1.1.1.37),0.47
BHI4,Ecoli_contig00034_34516_35385,Succinyl-CoA ligase [ADP-forming] alpha chain (EC 6.2.1.5),-0.32
BHI4,Ecoli_contig00067_5696_6628,D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95),-6.64
BHI4,Ecoli_contig00034_31767_32984,Dihydrolipoamide succinyltransferase component (E2) of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61),-1.97
BHI4,Ecoli_contig00008_27657_28628,"""PTS system, mannose-specific IIA component (EC 2.7.1.69) / PTS system, mannose-specific IIB component (EC 2.7.1.69)""",-4.17
BHI4,Ecoli_contig00019_77100_79340,"""TonB-dependent receptor; Outer membrane receptor for ferric enterobactin and colicins B, D""",-3.93
BHI4,Ecoli_contig00021_70220_71932,Sulfite reductase [NADPH] hemoprotein beta-component (EC 1.8.1.2),-5
BHI4,Ecoli_contig00006_87075_88697,Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49),-3.27
BHI4,Ecoli_contig00029_53358_54419,FIG00638561: hypothetical protein,-3.12
BHI4,Ecoli_contig00019_61043_61900,Isochorismatase (EC 3.3.2.1) [enterobactin] siderophore / Apo-aryl carrier domain of EntB,-4.15
BHI4,Ecoli_contig00014_42781_44196,Tryptophanase (EC 4.1.99.1),-4.43
BHI4,Ecoli_contig00015_4418_6064,"""Fumarate hydratase class I, anaerobic (EC 4.2.1.2)""",-6.95
BHI4,Ecoli_contig00004_43839_46118,NADP-dependent malic enzyme (EC 1.1.1.40),-3.43
BHI4,Ecoli_contig00011_80639_81421,"""Histidine ABC transporter, histidine-binding periplasmic protein precursor HisJ (TC 3.A.1.3.1)""",-4.72
BHI4,Ecoli_contig00017_40694_41848,S-adenosylmethionine synthetase (EC 2.5.1.6),-4.12
BHI4,Ecoli_contig00006_43547_44650,Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11),-6.8
BHI4,Ecoli_contig00043_20205_21623,"""Phosphoenolpyruvate-dihydroxyacetone phosphotransferase (EC 2.7.1.121), subunit DhaM; DHA-specific IIA component / DHA-specific phosphocarrier protein HPr / DHA-specific EI component""",-8.3
BHI4,Ecoli_contig00012_96344_97594,Isocitrate dehydrogenase [NADP] (EC 1.1.1.42),0.09
BHI4,Ecoli_contig00018_20606_21796,L-lactate dehydrogenase (EC 1.1.2.3),-5.14
BHI4,Ecoli_contig00017_53682_54728,L-asparaginase (EC 3.5.1.1),-2.71
BHI4,Ecoli_contig00067_8051_9199,Galactonate dehydratase (EC 4.2.1.6),-4.37
BHI4,Ecoli_contig00020_44902_45978,"""Glycerophosphoryl diester phosphodiesterase, periplasmic (EC 3.1.4.46)""",-4.56
BHI4,Ecoli_contig00004_18363_19154,3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100),-3.71
BHI4,Ecoli_contig00023_35313_36503,"""Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE""",-5.22
BHI4,Ecoli_contig00070_666_1304,Outer membrane protein W precursor,-2.44
BHI4,Ecoli_contig00005_20443_22089,"""Fumarate hydratase class I, aerobic (EC 4.2.1.2)""",-2.72
BHI5,Protein ygiW precursor,Stress/biolfilm,-4.36
BHI5,Osmotically inducible protein OsmY,Osmotic stuff,-3.55
BHI5,Chaperone HdeB,Chaperon,-2.68
BHI5,Chaperone HdeA,Chaperon,-6.88
BHI5,FIG00638941: hypothetical protein,0,-1.17
BHI5,Glutamate decarboxylase (EC 4.1.1.15),"Alanine, aspartate and glutamate metabolism",0
BHI5,UPF0337 protein yjbJ,0,-1.35
BHI5,FIG00638559: hypothetical protein,0,-2.94
BHI5,FIG00639237: hypothetical protein,0,-4
BHI5,Bacterioferritin Ecoli_contig00041_3652_4128|Bacterioferritin,Iron,-1.57
BHI5,FIG00638813: hypothetical protein,0,-5.87
BHI5,FIG00638953: hypothetical protein,0,-7.42
BHI5,Chaperone protein hchA,Chaperon,-2.61
BHI5,Osmotically inducible lipoprotein E precursor,Osmotic stuff,-1.24
BHI5,Putative cytoplasmic protein,0,-3.33
BHI5,Osmotically inducible protein C,Osmotic stuff,-1.93
BHI5,Uncharacterized membrane protein YqjD,0,-1.32
BHI5,Glutaredoxin 2,Glutaredoxin,-4.25
BHI5,hypothetical protein,0,-0.65
BHI5,Phosphopentomutase (EC 5.4.2.7),Pentose phosphate pathway,-3.15
BHI5,Glutathione peroxidase (EC 1.11.1.9),Glutaredoxin,-4.43
BHI5,Protein of unknown function DUF541,0,-4.81
BHI5,Nicotinamidase family protein YcaC,0,-5.2
BHI5,Glutaredoxin 3 (Grx3),Glutaredoxin,-3.44
BHI5,probable lipoprotein,0,-4.34
BHI5,FIG00639395: hypothetical protein,0,-5.96
BHI5,Chaperone protein DnaK,chaperone,-0.66
BHI5,hypothetical protein,0,-7.38
BHI5,YciO family,0,-5.29
BHI5,Agmatinase (EC 3.5.3.11),Arginine and proline metabolism,-3.76
BHI5,Outer membrane protein A precursor,0,-0.85
BHI5,Putative cytoplasmic protein,0,-3.5
BHI5,Aerobic respiration control protein arcA,0,-2.79
BHI5,Integration host factor alpha subunit,0,-1.86
BHI5,FIG002060: uncharacterized protein YggL,0,-4.98
BHI5,FIG001943: hypothetical protein YajQ,0,-3.09
BHI5,Peptide deformylase (EC 3.5.1.88),Hydrolases,-4.06
BHI5,Protein yciN,0,0
BHI5,Carbon storage regulator,0,-3.3
BHI5,Thioredoxin reductase (EC 1.8.1.9),Pyrimidine metabolism,-3.17
BHI5,Cytidine deaminase (EC 3.5.4.5),Pyrimidine metabolism,-9.54
BHI5,Cysteine synthase (EC 2.5.1.47),Cysteine and methionine metabolism,-0.38
BHI5,Cell division topological specificity factor MinE,0,-3.09
BHI5,Transcriptional regulator SlyA,Transcription Regulator,-6.07
BHI5,Phosphoglucomutase (EC 5.4.2.2),Glycolysis / Gluconeogenesis,-3.37
BHI5,Adenylosuccinate synthetase (EC 6.3.4.4),"Alanine, aspartate and glutamate metabolism",-3.52
BHI5,Universal stress protein E,Universal Stress Protein,-3.74
BHI5,Serine hydroxymethyltransferase (EC 2.1.2.1),"Glycine, serine and threonine metabolism",-1.56
BHI5,Aspartate carbamoyltransferase regulatory chain (PyrI),"Alanine, aspartate and glutamate metabolism",-5.48
BHI5,Acetate kinase (EC 2.7.2.1),Pyruvate metabolism,-2.09
BHI5,Putative ACR protein,0,-3.91
BHI5,Pyruvate kinase (EC 2.7.1.40),Glycolysis / Gluconeogenesis,-4.76
BHI5,Universal stress protein F,Universal Stress Protein,0.78
BHI5,Universal stress protein A,Universal Stress Protein,0.59
BHI5,ATP synthase beta chain (EC 3.6.3.14),Oxidative phosphorylation,-2.29
BHI5,Peptidase B (EC 3.4.11.23),Peptidase,-4.8
BHI5,Glycerol dehydrogenase (EC 1.1.1.6),Glycerolipid metabolism,-6.64
BHI5,ATP synthase delta chain (EC 3.6.3.14),Oxidative phosphorylation,-2.06
BHI5,Methionine aminopeptidase (EC 3.4.11.18),Peptidase,-5.12
BHI5,Cytoplasmic protein YaiB,0,-3.61
BHI5,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),0,-1.55
BHI5,FIG00637942: hypothetical protein,0,-3.55
BHI5,Dihydrodipicolinate reductase (EC 1.3.1.26),"Glycine, serine and threonine metabolism",-6.31
BHI5,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),Citrate cycle (TCA cycle),-3.04
BHI5,Universal stress protein G,Universal Stress Protein,0.3
BHI5,Nucleoside diphosphate kinase (EC 2.7.4.6),Purine metabolism,-2.95
BHI5,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),"Glycine, serine and threonine metabolism",-5.75
BHI5,Glutamine synthetase type I (EC 6.3.1.2),"Alanine, aspartate and glutamate metabolism",-3.52
BHI5,Isocitrate lyase (EC 4.1.3.1),Glyoxylate and dicarboxylate metabolism,-2.8
BHI5,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),Transporter,-2.44
BHI5,ATP synthase gamma chain (EC 3.6.3.14),Oxidative phosphorylation,-3.63
BHI5,Methylglyoxal synthase (EC 4.2.3.3),Pyruvate metabolism,-3.92
BHI5,Malate dehydrogenase (EC 1.1.1.37),Citrate cycle (TCA cycle),0.25
BHI5,FIG00638561: hypothetical protein,0,-3
BHI5,Tryptophanase (EC 4.1.99.1),Tryptophan metabolism,-4.49
BHI5,Galactonate dehydratase (EC 4.2.1.6),Galactose metabolism,-4.43
BHI5,Outer membrane protein W precursor,Cell surface,-1.78
BHI6,Protein ygiW precursor,Stress/biolfilm,-5.65
BHI6,Osmotically inducible protein OsmY,Osmotic stuff,-4.07
BHI6,Chaperone HdeB,Chaperon,-5.56
BHI6,Chaperone HdeA,Chaperon,-7.97
BHI6,FIG00638941: hypothetical protein,0,-2.41
BHI6,Glutamate decarboxylase (EC 4.1.1.15),"Alanine, aspartate and glutamate metabolism",0
BHI6,UPF0337 protein yjbJ,0,-3.45
BHI6,FIG00638559: hypothetical protein,0,-4.36
BHI6,FIG00639237: hypothetical protein,0,-6.57
BHI6,Bacterioferritin Ecoli_contig00041_3652_4128|Bacterioferritin,Iron,-3.22
BHI6,FIG00638813: hypothetical protein,0,-5.74
BHI6,FIG00638953: hypothetical protein,0,-8.36
BHI6,Chaperone protein hchA,Chaperon,-2.91
BHI6,Osmotically inducible lipoprotein E precursor,Osmotic stuff,-1.14
BHI6,Putative cytoplasmic protein,0,-4.27
BHI6,Osmotically inducible protein C,Osmotic stuff,-1.89
BHI6,Uncharacterized membrane protein YqjD,0,-2.25
BHI6,Glutaredoxin 2,Glutaredoxin,-4.61
BHI6,hypothetical protein,0,-0.99
BHI6,Phosphopentomutase (EC 5.4.2.7),Pentose phosphate pathway,-3.84
BHI6,Glutathione peroxidase (EC 1.11.1.9),Glutaredoxin,-4.79
BHI6,Protein of unknown function DUF541,0,-5.53
BHI6,Nicotinamidase family protein YcaC,0,-5.71
BHI6,Glutaredoxin 3 (Grx3),Glutaredoxin,-3.73
BHI6,probable lipoprotein,0,-4.74
BHI6,FIG00639395: hypothetical protein,0,-5.13
BHI6,Chaperone protein DnaK,chaperone,-1.04
BHI6,hypothetical protein,0,-7.48
BHI6,YciO family,0,-4.6
BHI6,Agmatinase (EC 3.5.3.11),Arginine and proline metabolism,-4.68
BHI6,Outer membrane protein A precursor,0,-0.8
BHI6,Putative cytoplasmic protein,0,-3.58
BHI6,Aerobic respiration control protein arcA,0,-2.71
BHI6,Integration host factor alpha subunit,0,-2.55
BHI6,FIG002060: uncharacterized protein YggL,0,-5.32
BHI6,FIG001943: hypothetical protein YajQ,0,-2.95
BHI6,Peptide deformylase (EC 3.5.1.88),Hydrolases,-4.32
BHI6,Protein yciN,0,-5.32
BHI6,Carbon storage regulator,0,-3.11
BHI6,Thioredoxin reductase (EC 1.8.1.9),Pyrimidine metabolism,-2.7
BHI6,Cytidine deaminase (EC 3.5.4.5),Pyrimidine metabolism,-9.92
BHI6,Cysteine synthase (EC 2.5.1.47),Cysteine and methionine metabolism,0.41
BHI6,Cell division topological specificity factor MinE,0,-3.48
BHI6,Transcriptional regulator SlyA,Transcription Regulator,-5.75
BHI6,Phosphoglucomutase (EC 5.4.2.2),Glycolysis / Gluconeogenesis,-2.87
BHI6,Adenylosuccinate synthetase (EC 6.3.4.4),"Alanine, aspartate and glutamate metabolism",-3.34
BHI6,Universal stress protein E,Universal Stress Protein,-3.86
BHI6,Serine hydroxymethyltransferase (EC 2.1.2.1),"Glycine, serine and threonine metabolism",-1.02
BHI6,Aspartate carbamoyltransferase regulatory chain (PyrI),"Alanine, aspartate and glutamate metabolism",-4.69
BHI6,Acetate kinase (EC 2.7.2.1),Pyruvate metabolism,-1.96
BHI6,Putative ACR protein,0,-3.17
BHI6,Pyruvate kinase (EC 2.7.1.40),Glycolysis / Gluconeogenesis,-3.68
BHI6,Universal stress protein F,Universal Stress Protein,0.87
BHI6,Universal stress protein A,Universal Stress Protein,0.77
BHI6,ATP synthase beta chain (EC 3.6.3.14),Oxidative phosphorylation,-2.29
BHI6,Peptidase B (EC 3.4.11.23),Peptidase,-4.3
BHI6,Glycerol dehydrogenase (EC 1.1.1.6),Glycerolipid metabolism,-6.89
BHI6,ATP synthase delta chain (EC 3.6.3.14),Oxidative phosphorylation,-1.81
BHI6,Methionine aminopeptidase (EC 3.4.11.18),Peptidase,-4.86
BHI6,Cytoplasmic protein YaiB,0,-3.09
BHI6,Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4) @ Dihydrolipoamide dehydrogenase (EC 1.8.1.4),0,-1.28
BHI6,FIG00637942: hypothetical protein,0,-3.04
BHI6,Dihydrodipicolinate reductase (EC 1.3.1.26),"Glycine, serine and threonine metabolism",-5.27
BHI6,Succinate dehydrogenase flavoprotein subunit (EC 1.3.99.1),Citrate cycle (TCA cycle),-2.81
BHI6,Universal stress protein G,Universal Stress Protein,1.11
BHI6,Nucleoside diphosphate kinase (EC 2.7.4.6),Purine metabolism,-3.39
BHI6,Aminomethyltransferase (glycine cleavage system T protein) (EC 2.1.2.10),"Glycine, serine and threonine metabolism",-5.43
BHI6,Glutamine synthetase type I (EC 6.3.1.2),"Alanine, aspartate and glutamate metabolism",-3.21
BHI6,Isocitrate lyase (EC 4.1.3.1),Glyoxylate and dicarboxylate metabolism,-2.79
BHI6,Glutamate Aspartate periplasmic binding protein precursor GltI (TC 3.A.1.3.4),Transporter,-3.07
BHI6,ATP synthase gamma chain (EC 3.6.3.14),Oxidative phosphorylation,-3.51
BHI6,Methylglyoxal synthase (EC 4.2.3.3),Pyruvate metabolism,-4.12
BHI6,Malate dehydrogenase (EC 1.1.1.37),Citrate cycle (TCA cycle),0.54
BHI6,FIG00638561: hypothetical protein,0,-2.8
BHI6,Tryptophanase (EC 4.1.99.1),Tryptophan metabolism,-3.86
BHI6,Galactonate dehydratase (EC 4.2.1.6),Galactose metabolism,-4.29
BHI6,Outer membrane protein W precursor,Cell surface,-1.17
